,pred_plt,P,b,a
0,0.20749448849932517,0.15841584158415842,0.2721445985879174,-0.5955842454826538
1,0.20446735923402187,0.15841584158415842,0.2721445985879174,-0.5955842454826538
2,0.2028985264134684,0.15841584158415842,0.2721445985879174,-0.5955842454826538
3,0.200605854388304,0.16831683168316833,0.2721445985879174,-0.5955842454826538
4,0.19988769589038632,0.16831683168316833,0.2721445985879174,-0.5955842454826538
5,0.19930657930761822,0.16831683168316833,0.2721445985879174,-0.5955842454826538
6,0.1952288573419229,0.16831683168316833,0.2721445985879174,-0.5955842454826538
7,0.17959591989864515,0.16831683168316833,0.2721445985879174,-0.5955842454826538
8,0.1795393413375086,0.1782178217821782,0.2721445985879174,-0.5955842454826538
9,0.17819960249748026,0.18811881188118812,0.2721445985879174,-0.5955842454826538
10,0.1774721852618326,0.18811881188118812,0.2721445985879174,-0.5955842454826538
11,0.17738089893574654,0.18811881188118812,0.2721445985879174,-0.5955842454826538
12,0.17098978675769608,0.18811881188118812,0.2721445985879174,-0.5955842454826538
13,0.17090739922842416,0.1782178217821782,0.2721445985879174,-0.5955842454826538
14,0.16997637804498406,0.16831683168316833,0.2721445985879174,-0.5955842454826538
15,0.16824695397751563,0.16831683168316833,0.2721445985879174,-0.5955842454826538
16,0.1676100200261782,0.16831683168316833,0.2721445985879174,-0.5955842454826538
17,0.16724121058472421,0.1782178217821782,0.2721445985879174,-0.5955842454826538
18,0.1631443401847972,0.1782178217821782,0.2721445985879174,-0.5955842454826538
19,0.16258665144346002,0.1782178217821782,0.2721445985879174,-0.5955842454826538
20,0.16230525996013223,0.1782178217821782,0.2721445985879174,-0.5955842454826538
21,0.15867648119176891,0.1782178217821782,0.2721445985879174,-0.5955842454826538
22,0.15638446999419583,0.1782178217821782,0.2721445985879174,-0.5955842454826538
23,0.15140943940459278,0.1782178217821782,0.2721445985879174,-0.5955842454826538
24,0.15122046079229629,0.16831683168316833,0.2721445985879174,-0.5955842454826538
25,0.15054796001255819,0.16831683168316833,0.2721445985879174,-0.5955842454826538
26,0.14885916899536025,0.16831683168316833,0.2721445985879174,-0.5955842454826538
27,0.148579824789947,0.1782178217821782,0.2721445985879174,-0.5955842454826538
28,0.14790522446850943,0.16831683168316833,0.2721445985879174,-0.5955842454826538
29,0.14562947950802174,0.16831683168316833,0.2721445985879174,-0.5955842454826538
30,0.1430175546725081,0.16831683168316833,0.2721445985879174,-0.5955842454826538
31,0.14300766643981333,0.16831683168316833,0.2721445985879174,-0.5955842454826538
32,0.14151651327271988,0.16831683168316833,0.2721445985879174,-0.5955842454826538
33,0.14129512906334613,0.15841584158415842,0.2721445985879174,-0.5955842454826538
34,0.14097844015020666,0.15841584158415842,0.2721445985879174,-0.5955842454826538
35,0.13956159885492825,0.15841584158415842,0.2721445985879174,-0.5955842454826538
36,0.13350631058375534,0.15841584158415842,0.2721445985879174,-0.5955842454826538
37,0.1325919004101294,0.1485148514851485,0.2721445985879174,-0.5955842454826538
38,0.1321058349628191,0.1485148514851485,0.2721445985879174,-0.5955842454826538
39,0.12985193693108635,0.1485148514851485,0.2721445985879174,-0.5955842454826538
40,0.12942453303782406,0.1485148514851485,0.2721445985879174,-0.5955842454826538
41,0.12886672377618022,0.1485148514851485,0.2721445985879174,-0.5955842454826538
42,0.12857122371860652,0.1485148514851485,0.2721445985879174,-0.5955842454826538
43,0.12759454793318087,0.1485148514851485,0.2721445985879174,-0.5955842454826538
44,0.12728319585296702,0.1485148514851485,0.2721445985879174,-0.5955842454826538
45,0.12599561671553094,0.1485148514851485,0.2721445985879174,-0.5955842454826538
46,0.12574333295146825,0.1485148514851485,0.2721445985879174,-0.5955842454826538
47,0.1253196623330627,0.1485148514851485,0.2721445985879174,-0.5955842454826538
48,0.12456915413991233,0.1485148514851485,0.2721445985879174,-0.5955842454826538
49,0.1241695795241175,0.15841584158415842,0.2721445985879174,-0.5955842454826538
50,0.12408394501426995,0.15841584158415842,0.2721445985879174,-0.5955842454826538
51,0.12204009298266098,0.15841584158415842,0.2721445985879174,-0.5955842454826538
52,0.12115433414604718,0.1485148514851485,0.2721445985879174,-0.5955842454826538
53,0.12113789315873187,0.15841584158415842,0.2721445985879174,-0.5955842454826538
54,0.12078513140573206,0.15841584158415842,0.2721445985879174,-0.5955842454826538
55,0.12002619325959808,0.1485148514851485,0.2721445985879174,-0.5955842454826538
56,0.11930390167866227,0.13861386138613863,0.2721445985879174,-0.5955842454826538
57,0.11928234882902645,0.13861386138613863,0.2721445985879174,-0.5955842454826538
58,0.11812620495582014,0.13861386138613863,0.2721445985879174,-0.5955842454826538
59,0.11733889717664134,0.13861386138613863,0.2721445985879174,-0.5955842454826538
60,0.11729999756586247,0.1485148514851485,0.2721445985879174,-0.5955842454826538
61,0.11563885979549565,0.15841584158415842,0.2721445985879174,-0.5955842454826538
62,0.11507124746785463,0.15841584158415842,0.2721445985879174,-0.5955842454826538
63,0.11481452183726089,0.16831683168316833,0.2721445985879174,-0.5955842454826538
64,0.11473359419032982,0.16831683168316833,0.2721445985879174,-0.5955842454826538
65,0.11466404116715236,0.1782178217821782,0.2721445985879174,-0.5955842454826538
66,0.11398910311014665,0.1782178217821782,0.2721445985879174,-0.5955842454826538
67,0.11386209685464159,0.16831683168316833,0.2721445985879174,-0.5955842454826538
68,0.1138120930675451,0.16831683168316833,0.2721445985879174,-0.5955842454826538
69,0.11368398609064488,0.16831683168316833,0.2721445985879174,-0.5955842454826538
70,0.11365619286500156,0.16831683168316833,0.2721445985879174,-0.5955842454826538
71,0.11326518024011893,0.15841584158415842,0.2721445985879174,-0.5955842454826538
72,0.1132450058552772,0.15841584158415842,0.2721445985879174,-0.5955842454826538
