,P,a,b,pred_plt
0,0.7326732673267327,1.0567145008099035,-0.01737391028019436,0.9830304234198248
1,0.7326732673267327,1.0567145008099035,-0.01737391028019436,0.9828823967550427
2,0.7425742574257426,1.0567145008099035,-0.01737391028019436,0.9827742375781683
3,0.7425742574257426,1.0567145008099035,-0.01737391028019436,0.9823123569092748
4,0.7425742574257426,1.0567145008099035,-0.01737391028019436,0.9816781066413857
5,0.7425742574257426,1.0567145008099035,-0.01737391028019436,0.9786411401251421
6,0.7326732673267327,1.0567145008099035,-0.01737391028019436,0.9775413521668634
7,0.7326732673267327,1.0567145008099035,-0.01737391028019436,0.9767024317251654
8,0.7227722772277227,1.0567145008099035,-0.01737391028019436,0.9764688841644671
9,0.7128712871287128,1.0567145008099035,-0.01737391028019436,0.9751588753499948
10,0.7128712871287128,1.0567145008099035,-0.01737391028019436,0.9749653373419115
11,0.7128712871287128,1.0567145008099035,-0.01737391028019436,0.9744009718166229
12,0.7227722772277227,1.0567145008099035,-0.01737391028019436,0.9739218008947257
13,0.7227722772277227,1.0567145008099035,-0.01737391028019436,0.971028777428566
14,0.7227722772277227,1.0567145008099035,-0.01737391028019436,0.9684611048764612
15,0.7227722772277227,1.0567145008099035,-0.01737391028019436,0.9660048967416501
16,0.7326732673267327,1.0567145008099035,-0.01737391028019436,0.9600655641253827
17,0.7425742574257426,1.0567145008099035,-0.01737391028019436,0.9598301851225182
18,0.7425742574257426,1.0567145008099035,-0.01737391028019436,0.9595159458997717
19,0.7524752475247525,1.0567145008099035,-0.01737391028019436,0.9587389451920653
20,0.7623762376237624,1.0567145008099035,-0.01737391028019436,0.9573381889897463
21,0.7623762376237624,1.0567145008099035,-0.01737391028019436,0.9564564455689643
22,0.7623762376237624,1.0567145008099035,-0.01737391028019436,0.9559616235651488
23,0.7722772277227723,1.0567145008099035,-0.01737391028019436,0.954757065670659
24,0.7821782178217822,1.0567145008099035,-0.01737391028019436,0.9543558188553387
25,0.7821782178217822,1.0567145008099035,-0.01737391028019436,0.9538620294572827
26,0.7920792079207921,1.0567145008099035,-0.01737391028019436,0.9537786156713053
27,0.801980198019802,1.0567145008099035,-0.01737391028019436,0.9520142872234426
28,0.7920792079207921,1.0567145008099035,-0.01737391028019436,0.9510836069434191
29,0.7821782178217822,1.0567145008099035,-0.01737391028019436,0.9503128163756311
30,0.7821782178217822,1.0567145008099035,-0.01737391028019436,0.9490132020052192
31,0.7821782178217822,1.0567145008099035,-0.01737391028019436,0.9469662393307006
32,0.7821782178217822,1.0567145008099035,-0.01737391028019436,0.945583403862583
33,0.7821782178217822,1.0567145008099035,-0.01737391028019436,0.9423752674907016
34,0.7821782178217822,1.0567145008099035,-0.01737391028019436,0.9423568082807698
35,0.7920792079207921,1.0567145008099035,-0.01737391028019436,0.9420589559329597
36,0.7920792079207921,1.0567145008099035,-0.01737391028019436,0.9400083968316844
37,0.801980198019802,1.0567145008099035,-0.01737391028019436,0.9387005745009095
38,0.801980198019802,1.0567145008099035,-0.01737391028019436,0.9370081365229604
39,0.8118811881188119,1.0567145008099035,-0.01737391028019436,0.9337955871690735
40,0.8118811881188119,1.0567145008099035,-0.01737391028019436,0.933685914230042
41,0.8118811881188119,1.0567145008099035,-0.01737391028019436,0.9331376639011277
42,0.8118811881188119,1.0567145008099035,-0.01737391028019436,0.9293121441411761
43,0.8118811881188119,1.0567145008099035,-0.01737391028019436,0.9269974225278889
44,0.8118811881188119,1.0567145008099035,-0.01737391028019436,0.9259517905040622
45,0.8118811881188119,1.0567145008099035,-0.01737391028019436,0.9256317768557157
